Unnamed: 0,INDU Index,SPX Index,AS30 Index,SPTSX Index,TPX Index,TRAN Index
1979-12-06,835.07,108.0,,1746.6,451.24,255.02
1979-12-07,833.19,107.52,,1730.35,449.12,254.29
1979-12-10,833.87,107.67,,1726.53,449.67,254.87
1979-12-11,833.7,107.49,,1723.0,449.98,254.58
1979-12-12,835.67,107.52,,1755.8,453.56,253.94
1979-12-13,836.09,107.67,,1765.84,453.03,252.78
1979-12-14,842.75,108.92,,1743.47,453.57,254.24
1979-12-17,844.62,109.33,,1772.39,453.2,254.38
1979-12-18,838.65,108.3,,1783.93,452.69,252.48
1979-12-19,838.91,108.2,,1782.48,453.09,253.6
1979-12-20,843.34,108.26,,1787.86,456.52,256.04
1979-12-21,838.91,107.59,,1785.37,457.41,254.53
1979-12-24,839.16,107.66,,1787.27,455.71,253.94
1979-12-25,,,,,457.23,
1979-12-26,838.14,107.78,,,456.15,252.87
1979-12-27,840.1,107.96,,1798.62,456.74,252.97
1979-12-28,838.91,107.84,,1804.25,459.61,253.26
1979-12-31,838.74,107.94,500.0,1813.17,,252.39
1980-01-02,824.57,105.76,516.4,1806.08,,249.71
1980-01-03,820.31,105.22,523.5,1789.39,,247.22
1980-01-04,828.84,106.52,513.2,1795.2,458.8,251.31
1980-01-07,832.0,106.81,518.1,1814.12,458.24,250.15
1980-01-08,851.71,108.95,515.7,1832.62,458.14,253.17
1980-01-09,850.09,109.05,520.2,1853.98,459.92,253.85
1980-01-10,858.96,109.89,525.8,1884.06,460.56,255.94
1980-01-11,858.53,109.92,532.7,1898.72,462.71,257.01
1980-01-14,863.57,110.38,549.2,1922.2,463.63,258.23
1980-01-15,868.6,111.14,547.2,1944.5,,259.74
1980-01-16,865.19,111.05,550.1,1946.83,463.18,261.69
1980-01-17,863.57,110.7,559.9,1968.13,463.29,264.41
1980-01-18,867.15,111.07,559.0,1966.71,464.08,263.68
1980-01-21,872.78,112.1,568.4,1973.19,464.24,268.99
1980-01-22,866.21,111.51,560.5,1920.72,464.05,268.84
1980-01-23,877.56,113.44,547.8,1934.08,465.21,272.84
1980-01-24,879.95,113.7,559.3,1952.58,466.47,275.18
1980-01-25,876.11,113.61,568.8,1955.11,468.03,275.66
1980-01-28,878.5,114.85,,1972.69,467.94,277.07
1980-01-29,874.4,114.07,572.6,1988.65,467.72,277.17
1980-01-30,881.91,115.2,578.8,2025.6,468.1,280.82
1980-01-31,875.85,114.16,586.0,2027.7,467.66,281.6
1980-02-01,881.48,115.12,591.9,2032.61,467.77,283.5
1980-02-04,875.09,114.37,591.3,2039.82,468.64,282.58
1980-02-05,876.62,114.66,587.7,2018.68,467.28,284.18
1980-02-06,881.83,115.72,586.8,2022.87,469.22,294.51
1980-02-07,885.49,116.28,597.4,2052.88,469.2,299.08
1980-02-08,895.73,117.95,607.3,2101.13,471.06,305.8
1980-02-11,889.59,117.12,619.4,2118.59,,300.64
1980-02-12,898.98,117.9,632.3,2117.1,471.66,297.33
1980-02-13,903.84,118.44,623.3,2107.74,471.97,297.72
1980-02-14,893.77,116.72,638.6,2044.98,472.65,290.86
1980-02-15,884.98,115.41,620.7,2044.91,472.47,287.2
1980-02-18,,,615.0,2068.52,469.59,
1980-02-19,876.02,114.6,610.1,2093.42,469.64,284.96
1980-02-20,886.86,116.47,604.1,2125.41,471.04,290.08
1980-02-21,868.52,115.28,600.5,2144.52,469.82,289.15
1980-02-22,868.77,115.04,604.8,2140.0,469.08,289.0
1980-02-25,859.81,113.33,584.6,2118.95,468.96,282.58
1980-02-26,864.25,113.98,576.3,2145.99,468.04,286.13
1980-02-27,855.12,112.38,585.0,2165.89,469.05,286.28
1980-02-28,854.44,112.35,594.7,2177.61,467.4,287.15
1980-02-29,863.14,113.66,604.6,2192.58,467.93,289.44
1980-03-03,854.35,112.5,606.9,2182.47,468.41,287.54
1980-03-04,856.48,112.78,597.3,2164.88,466.68,286.81
1980-03-05,844.88,111.13,587.4,2165.88,466.02,283.45
1980-03-06,828.07,108.65,591.1,2096.52,463.36,277.07
1980-03-07,820.56,106.9,579.4,2045.71,457.06,272.84
1980-03-10,818.94,106.51,562.6,1974.59,449.01,271.13
1980-03-11,826.45,107.78,550.4,2005.14,450.61,271.33
1980-03-12,819.54,106.87,550.2,1996.33,454.68,265.58
1980-03-13,809.56,105.62,544.6,1996.79,454.41,263.15
1980-03-14,811.69,105.43,531.5,1947.33,453.23,261.78
1980-03-17,788.65,102.26,520.3,1864.77,451.62,253.31
1980-03-18,801.62,104.1,510.7,1884.75,452.53,254.97
1980-03-19,800.94,104.31,520.4,1924.03,452.91,256.38
1980-03-20,789.08,103.12,532.2,1906.48,,252.92
1980-03-21,785.15,102.31,525.2,1888.1,453.37,250.1
1980-03-24,765.44,99.28,525.3,1830.8,455.0,242.5
1980-03-25,767.83,99.19,519.3,1819.82,453.67,240.94
1980-03-26,762.12,98.68,514.2,1798.16,454.17,241.04
1980-03-27,759.98,98.22,516.3,1702.51,450.21,233.69
1980-03-28,777.65,100.68,509.1,1789.2,449.11,242.21
1980-03-31,785.75,102.09,513.3,1797.58,454.46,246.3
1980-04-01,784.47,102.18,515.1,1807.78,450.4,247.47
1980-04-02,787.8,102.68,522.8,1807.24,452.53,248.98
1980-04-03,784.13,102.15,524.7,1793.51,453.52,249.17
1980-04-04,,,,,457.25,
1980-04-07,768.34,100.19,,1784.95,458.87,243.38
1980-04-08,775.0,101.2,527.0,1815.58,455.99,246.06
1980-04-09,785.92,103.11,532.2,1858.06,456.45,250.58
1980-04-10,791.47,104.08,529.0,1877.91,458.8,253.46
1980-04-11,791.55,103.79,521.5,1871.47,460.23,250.68
1980-04-14,784.9,102.84,521.4,1865.86,462.65,248.0
1980-04-15,783.36,102.63,523.3,1851.18,462.64,246.35
1980-04-16,771.25,101.54,520.4,1818.59,461.29,242.94
1980-04-17,768.86,101.05,524.7,1801.7,462.48,240.85
1980-04-18,763.4,100.55,526.4,1807.04,462.98,238.17
1980-04-21,759.13,99.8,523.2,1784.48,463.12,235.2
1980-04-22,789.85,103.43,523.8,1818.31,462.43,243.43
1980-04-23,789.25,103.73,523.3,1830.74,465.22,243.72
1980-04-24,797.1,104.4,525.6,1843.79,465.1,240.99
1980-04-25,803.58,105.16,,1848.41,468.92,241.19
1980-04-28,805.46,105.64,532.0,1850.3,467.54,239.29
1980-04-29,811.09,105.86,533.0,1866.07,,240.55
1980-04-30,817.06,106.29,529.1,1869.93,467.81,241.92
1980-05-01,808.79,105.46,531.0,1875.03,468.18,242.11
1980-05-02,810.92,105.58,531.0,1884.91,470.09,247.52
1980-05-05,816.3,106.38,529.5,1878.91,,250.29
1980-05-06,816.04,106.25,530.4,1860.26,469.13,249.76
1980-05-07,821.25,107.18,531.9,1840.94,469.46,251.36
1980-05-08,815.19,106.13,533.1,1828.41,465.91,251.31
1980-05-09,805.8,104.72,537.1,1809.82,468.71,249.66
1980-05-12,805.2,104.78,540.8,1801.54,466.63,249.79
1980-05-13,816.89,106.3,546.5,1830.46,468.07,253.83
1980-05-14,819.62,106.85,549.6,1858.47,467.66,260.11
1980-05-15,822.53,106.99,559.9,1871.67,467.36,259.17
1980-05-16,826.88,107.35,561.4,1882.35,466.34,258.76
1980-05-19,830.89,107.67,563.2,,459.18,257.98
1980-05-20,832.51,107.62,562.8,1887.75,462.03,257.83
1980-05-21,831.06,107.72,561.9,1905.5,467.01,258.29
1980-05-22,842.92,109.01,563.9,1924.31,467.16,263.01
1980-05-23,854.1,110.62,568.5,1961.12,467.16,265.34
1980-05-26,,,580.7,1993.22,467.13,
1980-05-27,857.76,111.4,588.2,2006.87,466.89,269.69
1980-05-28,860.32,112.06,592.4,1997.15,467.35,271.2
1980-05-29,846.25,110.27,595.0,1956.84,466.6,268.14
1980-05-30,850.85,111.24,594.7,1971.73,466.48,269.23
1980-06-02,847.35,110.76,602.3,1981.19,466.75,269.59
1980-06-03,843.77,110.51,602.0,1984.8,466.04,270.37
1980-06-04,858.02,112.61,600.8,2016.36,464.12,273.48
1980-06-05,858.7,112.78,609.3,2019.23,464.61,277.36
1980-06-06,861.52,113.2,606.9,2022.73,464.95,278.09
1980-06-09,860.67,113.71,611.4,2027.56,465.11,277.73
1980-06-10,863.99,114.66,604.1,2026.75,463.93,278.09
1980-06-11,872.7,116.02,600.6,2040.24,466.43,278.24
1980-06-12,872.61,115.52,603.3,2040.82,465.86,277.1
1980-06-13,876.37,115.81,608.8,2051.15,466.45,277.73
1980-06-16,877.73,116.09,,2041.3,468.72,277.62
1980-06-17,879.27,116.03,609.9,2048.21,466.94,277.31
1980-06-18,881.91,116.26,603.7,2044.48,468.67,275.39
1980-06-19,870.9,114.66,605.7,2027.24,467.88,270.32
1980-06-20,869.71,114.06,613.5,2020.78,470.01,269.02
1980-06-23,873.81,114.51,619.4,2018.69,473.55,269.75
1980-06-24,877.3,115.14,618.9,2031.94,471.64,271.82
1980-06-25,887.54,116.72,618.2,2053.75,469.38,275.39
1980-06-26,883.45,116.19,626.3,2057.23,470.15,276.12
1980-06-27,881.83,116.0,626.5,2069.46,470.45,275.96
1980-06-30,867.92,114.24,628.5,2061.35,472.77,273.5
1980-07-01,872.27,114.93,635.6,,469.95,275.25
1980-07-02,876.02,115.68,637.0,2088.77,469.46,280.46
1980-07-03,888.91,117.46,635.5,2120.18,470.78,285.77
1980-07-04,,,639.0,2136.26,470.47,
1980-07-07,898.21,118.29,644.1,2138.45,465.22,290.64
1980-07-08,897.35,117.84,645.1,2143.29,467.31,290.32
1980-07-09,897.27,117.98,643.6,2141.28,468.9,291.68
1980-07-10,885.92,116.95,636.6,2114.27,470.24,290.04
1980-07-11,887.13,117.84,637.9,2116.67,469.02,291.52
1980-07-14,905.55,120.01,627.5,2126.27,468.47,297.87
1980-07-15,901.54,119.3,626.1,2114.99,468.61,298.59
1980-07-16,904.44,119.63,626.7,2117.89,469.15,298.37
1980-07-17,915.1,121.44,635.6,2133.9,469.1,305.05
1980-07-18,923.98,122.04,639.5,2153.88,470.02,309.6
1980-07-21,928.67,122.51,639.4,2170.64,471.2,313.43
1980-07-22,927.3,122.19,634.7,2179.04,470.37,312.55
1980-07-23,928.58,121.93,631.8,2195.84,469.76,309.71
1980-07-24,926.11,121.79,633.7,2204.6,468.5,308.5
1980-07-25,918.09,120.78,631.5,2197.18,468.86,303.9
1980-07-28,925.43,121.43,634.0,2184.05,468.66,304.45
1980-07-29,931.91,122.4,636.8,2206.86,468.35,310.91
1980-07-30,936.18,122.23,636.8,2212.12,468.82,314.47
1980-07-31,935.32,121.67,636.9,2197.38,470.9,312.01
1980-08-01,931.48,121.21,634.0,2194.08,469.44,311.08
1980-08-04,931.06,120.98,632.9,,466.75,310.31
1980-08-05,929.78,120.74,633.8,2177.07,466.77,310.47
1980-08-06,938.23,121.55,640.0,2179.72,465.68,311.51
1980-08-07,950.94,123.3,643.3,2205.1,465.81,314.31
1980-08-08,954.69,123.61,651.1,2225.39,467.5,316.17
1980-08-11,964.08,124.78,661.4,2246.76,470.01,317.05
1980-08-12,952.39,123.79,660.2,2239.34,471.6,316.12
1980-08-13,949.23,123.28,658.2,2241.54,474.51,313.76
1980-08-14,962.63,125.25,661.0,2258.77,474.38,320.28
1980-08-15,966.72,125.72,667.3,2256.59,475.33,321.37
1980-08-18,948.63,123.39,670.6,2218.95,476.31,317.38
1980-08-19,939.85,122.6,667.8,2203.89,477.81,317.05
1980-08-20,945.31,123.77,669.3,2246.43,478.39,320.39
1980-08-21,955.03,125.46,674.7,2270.68,477.19,324.93
1980-08-22,958.19,126.02,677.7,2271.67,478.46,327.73
1980-08-25,956.23,125.16,675.8,2267.16,479.53,324.61
1980-08-26,953.41,124.84,678.0,2262.68,477.84,323.35
1980-08-27,943.09,123.52,675.5,2242.31,478.43,320.17
1980-08-28,930.38,122.08,665.3,2205.73,476.85,317.98
1980-08-29,932.59,122.38,660.4,2218.01,478.32,320.11
1980-09-01,,,652.9,,478.14,
1980-09-02,940.78,123.73,657.4,2239.11,479.1,324.82
1980-09-03,953.16,126.12,664.5,2265.49,479.74,329.15
1980-09-04,948.81,125.42,664.3,2272.73,479.35,327.78
1980-09-05,940.96,124.88,664.4,2268.79,480.78,325.43
1980-09-08,928.58,123.31,668.7,2282.91,479.96,321.05
1980-09-09,934.73,124.07,666.5,2288.8,479.95,320.77
1980-09-10,938.48,124.81,664.0,2321.25,481.07,320.66
1980-09-11,941.3,125.66,668.5,2337.72,482.3,321.21
1980-09-12,936.52,125.54,676.0,2337.8,483.34,321.26
1980-09-15,937.63,125.67,685.9,2319.12,,329.48
1980-09-16,945.9,126.74,681.2,2329.01,485.5,339.01
1980-09-17,961.26,128.87,686.1,2343.19,486.11,345.91
1980-09-18,956.48,128.4,690.8,2314.13,486.7,345.09
1980-09-19,963.74,129.25,687.1,2301.17,487.12,346.52
1980-09-22,974.57,130.4,689.9,2330.79,486.91,350.02
1980-09-23,962.03,129.43,692.0,2335.68,,349.2
1980-09-24,964.76,130.37,687.7,2347.79,481.89,348.98
1980-09-25,955.97,128.72,691.7,2329.49,483.69,345.59
1980-09-26,940.1,126.35,693.1,2271.14,484.59,337.53
1980-09-29,921.93,123.54,692.3,2238.76,488.12,328.77
1980-09-30,932.42,125.46,693.7,2260.04,488.79,333.86
1980-10-01,939.42,127.13,692.4,2283.07,490.07,337.59
1980-10-02,942.24,128.09,695.9,2281.95,490.51,341.04
1980-10-03,950.68,129.33,697.0,2280.13,493.09,345.42
1980-10-06,965.7,131.73,692.2,2297.46,493.75,348.6
1980-10-07,960.67,131.0,671.7,2286.64,492.75,348.05
1980-10-08,963.99,131.65,657.3,2288.14,491.19,348.32
1980-10-09,958.96,131.04,666.4,2289.47,492.47,349.2
1980-10-10,950.68,130.29,678.2,2295.86,,350.08
1980-10-13,959.9,132.03,674.5,,494.91,352.1
1980-10-14,962.2,132.02,670.2,2311.17,495.22,353.03
1980-10-15,972.44,133.7,661.5,2336.81,496.89,354.79
1980-10-16,958.7,132.22,675.0,2359.12,496.5,356.21
1980-10-17,956.14,131.52,674.5,2352.24,497.83,356.32
1980-10-20,960.84,132.61,720.7,2366.29,497.96,362.89
1980-10-21,954.44,131.84,707.9,2364.4,497.12,369.41
1980-10-22,955.12,131.92,710.9,2357.73,495.12,381.08
1980-10-23,939.51,129.53,712.7,2323.12,494.51,373.85
1980-10-24,943.6,129.85,710.2,2319.17,493.57,373.47
1980-10-27,931.74,127.88,708.7,2301.83,491.86,365.14
1980-10-28,932.59,128.05,709.7,2321.93,491.86,363.94
1980-10-29,929.18,127.91,711.9,2301.38,493.54,365.74
1980-10-30,917.75,126.29,721.3,2213.02,494.69,360.87
1980-10-31,924.49,127.47,731.7,2240.15,496.05,361.31
1980-11-03,937.2,129.04,733.3,2250.63,,363.88
1980-11-04,,,733.3,2302.99,496.03,
1980-11-05,953.16,131.33,737.3,2287.82,496.25,369.49
1980-11-06,935.41,128.91,738.0,2234.46,496.4,363.05
1980-11-07,932.42,129.18,728.9,2222.76,495.04,363.22
1980-11-10,933.79,129.48,726.7,2210.62,493.73,366.35
1980-11-11,944.03,131.26,730.8,2222.5,493.48,376.1
1980-11-12,964.93,134.59,731.7,2221.87,494.24,385.13
1980-11-13,982.42,136.49,737.9,2248.34,495.19,388.6
1980-11-14,986.35,137.15,744.7,2270.96,494.93,391.96
1980-11-17,986.26,137.75,746.2,2282.65,493.96,394.11
1980-11-18,997.95,139.7,745.8,2312.6,492.3,407.76
1980-11-19,991.04,139.06,745.0,2312.87,494.06,407.32
1980-11-20,1000.17,140.4,742.5,2330.64,494.12,414.43
1980-11-21,989.93,139.11,742.0,2329.42,493.17,413.6
1980-11-24,978.75,138.31,737.2,2314.3,,412.56
1980-11-25,982.68,139.33,730.5,2335.38,494.12,414.37
1980-11-26,989.68,140.17,729.8,2365.59,494.81,421.59
1980-11-27,,,732.2,2386.55,493.59,
1980-11-28,993.34,140.52,733.4,2402.23,491.65,425.68
1980-12-01,969.45,137.21,733.0,2376.17,492.16,414.16
1980-12-02,974.4,136.97,728.7,2367.94,491.28,409.74
1980-12-03,972.27,136.71,715.7,2365.22,491.66,407.86
1980-12-04,970.48,136.48,706.1,2356.1,492.74,409.31
1980-12-05,956.23,134.03,707.9,2325.56,492.25,398.4
1980-12-08,933.7,130.61,701.1,2276.79,491.38,385.55
1980-12-09,934.04,130.48,687.3,2267.81,490.22,385.79
1980-12-10,916.21,128.26,690.8,2235.55,489.27,382.03
1980-12-11,908.45,127.36,676.5,2188.83,486.84,376.64
1980-12-12,917.15,129.23,670.7,2222.46,486.33,381.24
1980-12-15,911.6,129.45,678.8,2218.91,487.9,381.67
1980-12-16,918.09,130.6,680.9,2213.3,488.17,382.82
1980-12-17,928.5,132.89,682.1,2231.28,487.81,389.73
1980-12-18,930.2,133.0,687.8,2238.46,488.07,393.37
1980-12-19,937.2,133.7,693.4,2245.71,488.66,392.03
1980-12-22,958.79,135.78,693.7,2264.5,488.68,398.52
1980-12-23,958.28,135.3,694.8,2282.05,487.8,395.55
1980-12-24,963.05,135.88,700.0,2276.52,489.87,396.76
1980-12-25,,,,,489.35,
1980-12-26,966.38,136.57,,,491.1,399.92
1980-12-29,960.58,135.03,707.2,2259.79,,393.67
1980-12-30,962.03,135.33,714.8,2263.44,,396.22
1980-12-31,963.99,135.76,713.5,2268.7,,398.1
1981-01-02,972.78,136.34,715.9,2290.4,,401.43
1981-01-05,992.66,137.97,717.9,2307.1,495.79,406.77
1981-01-06,1004.69,138.12,726.4,2319.4,496.25,402.89
1981-01-07,980.89,135.08,728.0,2265.4,501.01,391.19
1981-01-08,965.7,133.06,718.4,2248.3,503.03,383.24
1981-01-09,968.69,133.48,712.1,2261.2,504.66,384.82
1981-01-12,968.77,133.52,708.4,2252.9,505.15,388.34
1981-01-13,965.1,133.29,699.1,2249.5,504.72,387.18
1981-01-14,966.47,133.47,694.4,2249.8,504.23,389.55
1981-01-15,969.97,134.22,695.2,2257.8,,396.1
1981-01-16,973.29,134.77,697.6,2268.3,505.45,401.98
1981-01-19,970.99,134.37,694.4,2259.7,507.5,403.55
1981-01-20,950.68,131.65,686.7,2245.0,507.15,394.84
1981-01-21,946.25,131.36,682.0,2243.8,508.7,392.46
1981-01-22,940.44,130.26,678.7,2238.2,508.68,392.03
1981-01-23,940.19,130.23,669.2,2224.0,508.15,391.61
1981-01-26,938.91,129.84,,2197.4,507.52,389.19
1981-01-27,949.49,131.12,655.2,2214.2,509.16,394.64
1981-01-28,942.58,130.34,660.4,2215.5,508.96,395.43
1981-01-29,948.89,130.24,663.2,2228.5,506.86,398.04
1981-01-30,947.27,129.55,657.0,2226.7,508.88,402.22
1981-02-02,932.25,126.91,648.4,2191.3,511.94,392.7
1981-02-03,941.38,128.46,644.8,2195.9,510.23,396.58
1981-02-04,941.98,128.59,647.0,2214.9,510.4,400.52
1981-02-05,946.76,129.63,650.1,2232.0,508.99,404.7
1981-02-06,952.3,130.6,651.3,2249.7,508.34,408.64
1981-02-09,947.18,129.27,658.3,2252.4,505.95,402.34
1981-02-10,948.63,129.24,670.2,2255.0,507.35,401.19
1981-02-11,942.49,128.24,663.2,2237.7,,396.34
1981-02-12,936.6,127.48,658.3,2229.7,507.41,391.79
1981-02-13,931.57,126.98,653.8,2223.1,504.27,389.37
1981-02-16,,,649.2,2217.9,502.22,
1981-02-17,939.68,127.81,641.1,2205.8,501.51,390.64
1981-02-18,947.1,128.48,644.1,2193.7,502.84,391.61
1981-02-19,933.36,126.61,651.9,2160.3,502.34,383.67
1981-02-20,936.09,126.58,655.2,2151.4,502.6,379.18
1981-02-23,945.23,127.35,656.9,2168.2,503.04,379.97
1981-02-24,946.1,127.39,651.7,2172.0,503.52,383.61
1981-02-25,954.4,128.52,651.0,2164.0,504.94,383.73
1981-02-26,966.81,130.1,652.0,2176.6,506.25,390.52
1981-02-27,974.58,131.27,652.2,2179.5,507.46,392.34
1981-03-02,977.99,132.01,650.1,2179.9,508.71,396.7
1981-03-03,966.02,130.56,642.6,2168.3,508.9,395.97
1981-03-04,971.44,130.86,645.9,2175.3,510.19,404.34
1981-03-05,964.62,129.93,646.2,2181.4,509.16,404.4
1981-03-06,964.62,129.85,647.1,2190.1,509.26,403.73
1981-03-09,976.42,131.12,653.3,2191.8,507.94,405.43
1981-03-10,972.66,130.46,657.2,2190.1,507.17,405.01
1981-03-11,967.67,129.95,667.3,2191.6,506.92,404.28
1981-03-12,989.82,133.19,662.4,2227.8,504.0,417.43
1981-03-13,985.77,133.11,670.7,2245.3,502.8,420.4
1981-03-16,1002.79,134.68,682.9,2259.0,510.99,427.13
1981-03-17,992.53,133.92,684.1,2262.9,511.96,425.19
1981-03-18,994.06,134.22,686.9,2271.6,517.27,423.07
1981-03-19,986.58,133.46,694.5,2271.9,517.86,416.65
1981-03-20,992.8,134.08,694.0,2302.3,520.67,418.59
1981-03-23,1004.23,135.69,703.5,2309.5,527.89,424.59
1981-03-24,996.13,134.67,701.6,2319.8,529.02,424.95
1981-03-25,1015.22,137.11,705.6,2336.4,529.18,433.56
1981-03-26,1005.76,136.27,701.6,2341.5,528.02,433.26
1981-03-27,994.78,134.65,707.4,2333.7,527.84,430.29
1981-03-30,992.16,134.28,709.6,2318.5,528.25,430.65
1981-03-31,1003.87,136.0,707.9,2333.1,530.17,437.62
1981-04-01,1014.14,136.57,707.8,2365.9,533.82,439.08
1981-04-02,1009.01,136.32,714.9,2375.2,536.65,440.35
1981-04-03,1007.11,135.49,729.1,2374.2,536.15,438.71
1981-04-06,994.24,133.93,737.4,2356.5,537.14,432.1
1981-04-07,992.89,133.91,731.2,2349.7,538.71,434.89
1981-04-08,993.43,134.91,722.3,2358.4,544.32,439.02
1981-04-09,998.83,134.67,727.0,2365.9,546.23,443.44
1981-04-10,1000.27,134.51,731.9,2378.8,546.39,446.29
1981-04-13,993.16,133.15,726.2,2356.3,550.4,439.26
1981-04-14,989.1,132.68,718.1,2331.3,547.59,437.62
1981-04-15,1001.71,134.17,717.8,2339.1,544.84,446.59
1981-04-16,1005.58,134.7,719.6,2355.2,541.29,447.38
1981-04-17,,,,,543.38,
1981-04-20,1015.94,135.45,,2354.4,546.77,444.84
1981-04-21,1005.94,134.23,726.3,2351.5,548.7,439.02
1981-04-22,1007.02,134.14,726.0,2350.4,553.75,443.2
1981-04-23,1010.27,133.94,724.0,2350.4,551.81,440.83
1981-04-24,1020.35,135.14,720.8,2352.2,551.91,441.68
1981-04-27,1024.05,135.48,712.1,2344.6,553.74,438.89
1981-04-28,1016.93,134.33,703.5,2334.0,556.35,434.04
1981-04-29,1004.32,133.05,707.1,2311.8,,430.29
1981-04-30,997.75,132.81,706.3,2306.4,560.86,426.35
1981-05-01,995.59,132.72,713.2,2298.8,558.54,423.86
1981-05-04,979.11,130.67,711.1,2263.6,,417.07
1981-05-05,972.44,130.32,705.4,2246.8,,411.92
1981-05-06,973.34,130.78,706.8,2257.6,552.17,413.13
1981-05-07,978.39,131.67,702.4,2279.9,549.11,416.77
1981-05-08,976.4,131.66,699.1,2292.7,552.5,418.4
1981-05-11,963.44,129.71,700.8,2276.5,559.16,410.28
1981-05-12,970.82,130.72,700.9,2283.4,556.02,411.43
1981-05-13,967.76,130.55,695.4,2303.1,551.32,418.28
1981-05-14,973.07,131.28,686.7,2323.7,553.35,422.1
1981-05-15,985.95,132.17,687.4,2337.8,554.85,425.8
1981-05-18,985.77,132.54,689.4,,552.96,429.38
1981-05-19,980.01,132.09,689.8,2319.1,540.01,426.47
1981-05-20,976.86,132.0,692.7,2328.2,546.8,427.4
1981-05-21,976.59,131.75,700.4,2346.5,553.9,426.78
1981-05-22,971.72,131.33,705.8,2352.0,557.78,426.53
1981-05-25,,,710.0,2364.0,559.27,
1981-05-26,983.96,132.77,713.7,2362.6,561.65,429.51
1981-05-27,993.14,133.77,711.2,2377.0,557.47,435.91
1981-05-28,994.25,133.45,711.5,2376.3,555.38,437.97
1981-05-29,991.75,132.59,713.4,2371.2,559.07,435.79
1981-06-01,997.96,132.41,714.7,2362.1,563.31,430.92
1981-06-02,987.48,130.62,715.4,2345.1,559.98,420.63
1981-06-03,989.71,130.71,716.7,2356.7,557.31,422.22
1981-06-04,986.74,130.96,718.1,2346.4,553.07,424.61
1981-06-05,993.79,132.22,715.0,2344.7,553.86,426.28
1981-06-08,995.64,132.24,,2340.8,546.42,427.8
1981-06-09,994.44,131.97,711.7,2327.5,548.06,426.87
1981-06-10,993.88,132.32,703.1,2340.0,557.14,425.41
1981-06-11,1007.42,133.75,705.9,2357.6,563.56,427.6
1981-06-12,1006.28,133.49,706.0,2364.0,569.33,426.34
1981-06-15,1011.99,133.61,710.6,2350.9,577.79,422.56
1981-06-16,1003.33,132.15,712.9,2341.6,577.29,418.11
1981-06-17,1006.56,133.32,712.1,2339.7,578.51,418.64
1981-06-18,995.15,131.64,709.6,2345.6,577.44,417.64
1981-06-19,996.19,132.27,708.0,2350.6,577.17,420.23
1981-06-22,994.2,131.95,705.0,2338.2,573.52,422.22
1981-06-23,1006.66,133.35,701.3,2351.8,576.56,425.88
1981-06-24,999.33,132.66,706.8,2347.0,576.18,424.08
1981-06-25,996.77,132.81,706.2,2353.9,576.21,422.29
1981-06-26,992.87,132.56,700.0,2365.3,578.25,419.37
1981-06-29,984.59,131.89,698.7,2361.4,585.32,414.98
1981-06-30,976.88,131.21,699.6,2361.1,586.15,415.18
1981-07-01,967.66,129.77,700.1,,587.07,412.46
1981-07-02,959.19,128.64,701.3,2335.1,587.67,409.6
1981-07-03,,,701.0,2331.7,588.43,
1981-07-06,949.3,127.37,696.2,2301.6,587.45,400.11
1981-07-07,954.15,128.24,681.3,2328.6,581.85,398.71
1981-07-08,953.48,128.32,674.6,2331.2,588.48,399.18
1981-07-09,959.0,129.3,661.9,2333.6,588.09,403.1
1981-07-10,955.67,129.37,663.6,2336.8,592.51,403.76
1981-07-13,954.34,129.64,667.4,2344.4,595.1,404.29
1981-07-14,948.25,129.65,665.7,2349.2,592.25,401.1
1981-07-15,954.15,130.25,663.5,2371.7,591.53,407.01
1981-07-16,955.48,130.34,664.9,2390.6,593.66,411.33
1981-07-17,958.9,130.76,668.3,2389.3,594.97,411.4
1981-07-20,940.54,128.72,666.7,2363.2,593.25,403.16
1981-07-21,934.46,128.34,655.7,2351.6,587.61,405.88
1981-07-22,924.66,127.13,644.7,2353.8,587.77,402.63
1981-07-23,928.56,127.4,642.7,2361.6,585.53,400.97
1981-07-24,936.74,128.46,640.1,2355.3,587.41,402.17
1981-07-27,945.87,129.9,648.4,2351.8,590.9,403.03
1981-07-28,939.4,129.14,647.4,2308.9,589.38,401.1
1981-07-29,937.4,129.16,639.9,2267.6,591.81,401.04
1981-07-30,945.11,130.01,634.2,2238.3,592.34,405.09
1981-07-31,952.34,130.92,633.4,2253.9,592.15,406.68
1981-08-03,946.25,130.48,635.0,,590.36,403.03
1981-08-04,945.97,131.98,629.8,2233.6,590.02,403.76
1981-08-05,953.58,132.67,625.1,2273.6,595.17,406.95
1981-08-06,952.91,132.64,628.8,2297.9,596.31,408.81
1981-08-07,942.54,131.75,632.7,2285.9,600.76,405.55
1981-08-10,943.68,132.54,635.7,2281.8,601.26,402.9
1981-08-11,949.3,133.85,642.7,2300.4,601.85,404.42
1981-08-12,945.21,133.4,651.2,2319.8,600.83,407.21
1981-08-13,944.35,133.51,655.5,2334.3,600.77,409.74
1981-08-14,936.93,132.49,655.5,2310.6,602.54,408.87
1981-08-17,926.75,131.22,657.3,2296.5,603.92,405.75
1981-08-18,924.37,130.11,656.5,2276.2,599.12,399.31
1981-08-19,926.46,130.49,656.4,2266.1,602.47,399.44
1981-08-20,928.37,130.69,653.6,2262.1,602.07,399.24
1981-08-21,920.57,129.23,645.1,2246.1,602.13,395.79
